entry	product	length	accession	identity	coverage	ortholog_source	tier	uniprot_name	uniprot_gene	uniprot_reviewed	annotation_class
STMMW_17251	conserved hypothetical protein	168	Q7CQF8	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yciE STM1730	unreviewed	GENERIC_localization_only
STMMW_17261	conserved hypothetical protein	292	H9L462	100.0	100.0	02_blast_hits	strong_ortholog	Catalase	STM1731	unreviewed	NAMED_function_unreviewed
STMMW_17281	conserved hypothetical protein	134	Q7CQF6	100.0	100.0	02_blast_hits	strong_ortholog	Ferredoxin	STM1733	unreviewed	NAMED_function_unreviewed
STMMW_17331	conserved hypothetical protein	98	Q7CQF5	100.0	100.0	02_blast_hits	strong_ortholog	Protein YciI	yciI STM1738	unreviewed	NAMED_function_unreviewed
STMMW_17351	conserved hypothetical protein	109	Q8ZP48	100.0	100.0	02_blast_hits	strong_ortholog	Putative double-stranded DNA mimic protein YciU	yciU STM1740	reviewed	CHARACTERIZED_reviewed
STMMW_17421	conserved hypothetical protein	104	Q8ZP46	100.0	100.0	02_blast_hits	strong_ortholog	Inner membrane protein	STM1747	unreviewed	GENERIC_localization_only
STMMW_17491	conserved hypothetical protein	301	Q8ZP44	100.0	100.0	02_blast_hits	strong_ortholog	Phosphoesterase	ychK STM1754	unreviewed	NAMED_function_unreviewed
STMMW_17501	conserved hypothetical protein	152	Q8ZP43	100.0	100.0	02_blast_hits	strong_ortholog	UPF0225 protein YchJ	ychJ STM1755	reviewed	CHARACTERIZED_reviewed
STMMW_17611	conserved hypothetical protein	117	Q7CQF0	100.0	100.0	02_blast_hits	strong_ortholog	Protein YchN	ychN STM1769	unreviewed	NAMED_function_unreviewed
STMMW_17771	conserved hypothetical protein	421	Q8ZP29	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1785	unreviewed	GENERIC_localization_only
STMMW_17901	conserved hypothetical protein	244	Q8ZP19	100.0	100.0	02_blast_hits	strong_ortholog	Flagellar brake protein YcgR (Cyclic di-GMP binding protein YcgR)	ycgR STM1798	reviewed	CHARACTERIZED_reviewed
STMMW_17921	conserved hypothetical protein	304	Q8ZP18	100.0	100.0	02_blast_hits	strong_ortholog	Resistance protein MccF	ycgQ STM1800	unreviewed	NAMED_function_unreviewed
STMMW_17961	conserved hypothetical protein	510	Q8ZP16	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	ycgB STM1804	unreviewed	GENERIC_localization_only
STMMW_18001	conserved hypothetical protein	113	Q8ZP13	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1808	unreviewed	GENERIC_localization_only
STMMW_18011	conserved hypothetical protein	57	P64267	100.0	100.0	02_blast_hits	strong_ortholog	Protein gns	gns STM1809	reviewed	CHARACTERIZED_reviewed
STMMW_18021	hypothetical protein	45	Q7CQE3	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1810	unreviewed	GENERIC_localization_only
STMMW_18031	conserved hypothetical protein	153	Q8ZP12	100.0	100.0	02_blast_hits	strong_ortholog	UPF0260 protein YcgN	ycgN STM1811	reviewed	CHARACTERIZED_reviewed
STMMW_18051	conserved hypothetical protein	110	Q8ZP11	100.0	100.0	02_blast_hits	strong_ortholog	Protein YcgL	ycgL STM1813	reviewed	CHARACTERIZED_reviewed
STMMW_18121	conserved hypothetical protein	231	Q7CQE0	100.0	100.0	02_blast_hits	strong_ortholog	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB (Resuscitation-promoting factor) (RPF) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaB)	tsaB rpf yeaZ STM1820	reviewed	CHARACTERIZED_reviewed
STMMW_18141	conserved hypothetical protein	114	Q8ZP08	100.0	100.0	02_blast_hits	strong_ortholog	RutC family protein YoaB	yoaB STM1822	unreviewed	NAMED_function_unreviewed
STMMW_18151	conserved hypothetical protein	59	P0A2M3	100.0	100.0	02_blast_hits	strong_ortholog	UPF0181 protein YoaH	yoaH STM1823	reviewed	CHARACTERIZED_reviewed
STMMW_18171	conserved hypothetical protein	192	P0A2K9	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized Nudix hydrolase NudL (EC 3.6.1.-)	nudL STM1825	reviewed	CHARACTERIZED_reviewed
STMMW_18191	conserved hypothetical protein	567	Q8ZP06	99.8	100.0	02_blast_hits	strong_ortholog	Anti-FlhC(2)FlhD(4) factor YdiV (EC 3.1.4.52)	STM1827	unreviewed	NAMED_function_unreviewed
STMMW_18211	conserved hypothetical protein	111	Q8ZP04	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1829	unreviewed	GENERIC_localization_only
STMMW_18361	conserved hypothetical protein	194	Q8ZNZ5	100.0	100.0	02_blast_hits	strong_ortholog	GAF domain-containing protein	yebR STM1847	unreviewed	NAMED_function_unreviewed
STMMW_18391	conserved hypothetical protein	479	Q8ZNZ2	100.0	100.0	02_blast_hits	strong_ortholog	Ribosomal RNA small subunit methyltransferase F (EC 2.1.1.178) (16S rRNA m5C1407 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmF)	rsmF STM1850	reviewed	CHARACTERIZED_reviewed
STMMW_18401	conserved hypothetical protein	79	Q8ZNZ1	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1851	unreviewed	GENERIC_localization_only
STMMW_18431	hypothetical protein	54	Q8ZNY8	100.0	100.0	02_blast_hits	strong_ortholog	Inner membrane protein	STM1854	unreviewed	GENERIC_localization_only
STMMW_18451	conserved hypothetical protein	131	Q8ZNY7	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1856	unreviewed	GENERIC_localization_only
STMMW_18461	hypothetical protein	56					no_ortholog				NO_ORTHOLOG
STMMW_18491	conserved hypothetical protein	89	Q8ZNY5	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1858	unreviewed	GENERIC_localization_only
STMMW_18511	conserved hypothetical protein	91					no_ortholog				NO_ORTHOLOG
STMMW_18581	conserved hypothetical protein	218	Q8ZNX0	100.0	100.0	02_blast_hits	strong_ortholog	Amidohydrolase	STM1877	unreviewed	NAMED_function_unreviewed
STMMW_18631	conserved hypothetical protein	96	Q8ZNW6	100.0	100.0	02_blast_hits	strong_ortholog	DNA damage-inducible gene in SOS regulon, dependent on cyclic AMP and H-NS	yebG STM1882	unreviewed	NAMED_function_unreviewed
STMMW_18711	conserved hypothetical protein	439	Q8ZNV9	100.0	100.0	02_blast_hits	strong_ortholog	Murein DD-endopeptidase MepM (Murein hydrolase MepM)	yebA STM1890	unreviewed	NAMED_function_unreviewed
STMMW_18801	conserved hypothetical protein	199	Q8ZNV4	100.0	100.0	02_blast_hits	strong_ortholog	Periplasmic protein	yebB STM1897	unreviewed	GENERIC_localization_only
STMMW_18821	conserved hypothetical protein	246	P67179	100.0	100.0	02_blast_hits	strong_ortholog	Probable transcriptional regulatory protein YebC	yebC STM1899	reviewed	CHARACTERIZED_reviewed
STMMW_18861	conserved hypothetical protein	272	Q7CQC6	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yecE STM1903	unreviewed	GENERIC_localization_only
STMMW_18881	conserved hypothetical protein	247	Q7CQC4	100.0	100.0	02_blast_hits	strong_ortholog	Carboxy-S-adenosyl-L-methionine synthase (Cx-SAM synthase) (EC 2.1.3.-)	cmoA STM1905	reviewed	CHARACTERIZED_reviewed
STMMW_18891	conserved hypothetical protein	323	Q8ZNV1	100.0	100.0	02_blast_hits	strong_ortholog	tRNA U34 carboxymethyltransferase (EC 2.5.1.-)	cmoB STM1906	reviewed	CHARACTERIZED_reviewed
STMMW_18911	conserved hypothetical protein	189	Q8ZNU9	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yecM STM1908	unreviewed	GENERIC_localization_only
STMMW_18941	conserved hypothetical protein	379	Q8ZNU8	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1911	unreviewed	GENERIC_localization_only
STMMW_19091	conserved hypothetical protein	38	Q7CQC3	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1926	unreviewed	GENERIC_localization_only
STMMW_19101	conserved hypothetical protein	142	Q9RM66	100.0	100.0	02_blast_hits	strong_ortholog	Universal stress protein C	uspC uspS STM1927	reviewed	CHARACTERIZED_reviewed
STMMW_19131	conserved hypothetical protein	185	Q8ZNU7	100.0	100.0	02_blast_hits	strong_ortholog	Intracellular protease/amidase	araH STM1931	unreviewed	NAMED_function_unreviewed
STMMW_19181	conserved hypothetical protein	79	Q7CQC1	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yecH STM1936	unreviewed	GENERIC_localization_only
STMMW_19201	conserved hypothetical protein	221	Q8ZNU3	100.0	100.0	02_blast_hits	strong_ortholog	Metal-binding protein	yecA STM1938	unreviewed	NAMED_function_unreviewed
STMMW_19211	conserved hypothetical protein	108	Q8ZNU2	100.0	100.0	02_blast_hits	strong_ortholog	Glucose-6-phosphate dehydrogenase	STM1939	unreviewed	NAMED_function_unreviewed
STMMW_19262	hypothetical protein	25					no_ortholog				NO_ORTHOLOG
STMMW_19281	conserved hypothetical protein	74	Q7CQB7	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yecF STM1949	unreviewed	GENERIC_localization_only
STMMW_19461	conserved hypothetical protein	77	P0AA34	100.0	100.0	02_blast_hits	strong_ortholog	Putative sulfur carrier protein YedF	yedF STM1966	reviewed	CHARACTERIZED_reviewed
STMMW_19641	conserved hypothetical protein	75	Q7CQB3	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yodD STM1984	unreviewed	GENERIC_localization_only
STMMW_19651	conserved hypothetical protein	271	P65417	100.0	100.0	02_blast_hits	strong_ortholog	Mannosyl-3-phosphoglycerate phosphatase (MPGP) (EC 3.1.3.70)	yedP STM1986	reviewed	CHARACTERIZED_reviewed
STMMW_19671	conserved hypothetical protein	81	Q8ZNT4	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1988	unreviewed	GENERIC_localization_only
STMMW_19681	conserved hypothetical integral membrane protein	303	Q8ZNT3	100.0	100.0	02_blast_hits	strong_ortholog	Inner membrane protein	yedI STM1989	unreviewed	GENERIC_localization_only
STMMW_19721	conserved hypothetical protein	231	Q8ZNS9	100.0	100.0	02_blast_hits	strong_ortholog	Hydrolase	yedJ STM1993	unreviewed	NAMED_function_unreviewed
STMMW_19752	conserved hypothetical protein	39	A0A0F6B2Y4	100.0	100.0	02_blast_hits_species	strong_ortholog	Uncharacterized protein	STM14_2421	unreviewed	TRULY_UNCHARACTERIZED
STMMW_19791	conserved hypothetical protein	53	Q8ZNS6	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1999	unreviewed	GENERIC_localization_only
STMMW_20351	conserved hypothetical protein	265	Q8ZNS5	100.0	100.0	02_blast_hits	strong_ortholog	Mlc titration factor A (Probable zinc metallopeptidase MtfA) (EC 3.4.11.-)	mtfA STM2001	reviewed	CHARACTERIZED_reviewed
STMMW_20361	conserved hypothetical protein	157	Q8ZNS4	100.0	100.0	02_blast_hits	strong_ortholog	Endoprotease	STM2005	unreviewed	NAMED_function_unreviewed
STMMW_20401	conserved hypothetical protein	84	A0A0H3NEH5	100.0	100.0	02_blast_hits_species	strong_ortholog	Uncharacterized protein	SL1344_1985	unreviewed	TRULY_UNCHARACTERIZED
STMMW_20421	conserved hypothetical protein	53	Q8ZNR9	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2010	unreviewed	GENERIC_localization_only
STMMW_20431	conserved hypothetical protein	108	Q8ZNR8	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2011	unreviewed	GENERIC_localization_only
STMMW_20441	conserved hypothetical protein	128	Q8ZMH8	34.6	99.2	02_blast_hits	weak_ortholog	Cytoplasmic protein	STM2901	unreviewed	GENERIC_localization_only
STMMW_20891	conserved hypothetical protein	111	P67605	100.0	100.0	02_blast_hits	strong_ortholog	Pole-localizer protein TmaR	tmaR STM2059	reviewed	CHARACTERIZED_reviewed
STMMW_20962	conserved hypothetical protein	98	A0A0F6B3B2	98.9	90.8	02_blast_hits_species	strong_ortholog	Uncharacterized protein	STM14_2556	unreviewed	TRULY_UNCHARACTERIZED
STMMW_21011	conserved hypothetical protein	274	Q7CQA9	99.6	100.0	02_blast_hits	strong_ortholog	Protein YeeZ	yeeZ STM2070	unreviewed	NAMED_function_unreviewed
STMMW_21571	conserved hypothetical protein	450	Q8ZNQ4	99.8	100.0	02_blast_hits	strong_ortholog	Heat shock protein (Hsp70/DnaK)	yegD STM2125	unreviewed	NAMED_function_unreviewed
STMMW_21641	conserved hypothetical protein	400	Q8ZNP7	99.7	73.5	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2133	unreviewed	GENERIC_localization_only
STMMW_21651	hypothetical protein	238	Q8ZNP6	100.0	100.0	02_blast_hits	strong_ortholog	Inner membrane protein	STM2134	unreviewed	GENERIC_localization_only
STMMW_21661	hypothetical protein	703	Q8ZNP5	99.9	100.0	02_blast_hits	strong_ortholog	Inner membrane protein	STM2135	unreviewed	GENERIC_localization_only
STMMW_21691	conserved hypothetical protein	138	Q8ZNP3	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2138	unreviewed	GENERIC_localization_only
STMMW_21711	conserved hypothetical protein	299	Q8ZNP1	100.0	100.0	02_blast_hits	strong_ortholog	Probable lipid kinase YegS (EC 2.7.1.-)	yegS STM2140	reviewed	CHARACTERIZED_reviewed
STMMW_21841	conserved hypothetical protein	93	Q7CQ92	100.0	100.0	02_blast_hits	strong_ortholog	Outer membrane protein	yehE STM2153	unreviewed	GENERIC_localization_only
STMMW_21851	conserved hypothetical protein	369	Q8ZNN5	100.0	100.0	02_blast_hits	strong_ortholog	Iron-sulfur cluster carrier protein	apbC mrp STM2154	reviewed	CHARACTERIZED_reviewed
STMMW_21891	conserved hypothetical protein	155	Q8XEY4	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yehS STM2157	unreviewed	GENERIC_localization_only
STMMW_22051	conserved hypothetical protein	65	Q7CQ85	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2173	unreviewed	GENERIC_localization_only
STMMW_22061	conserved hypothetical protein	312	Q8ZNM4	100.0	100.0	02_blast_hits	strong_ortholog	tRNA-dihydrouridine(16) synthase (EC 1.3.1.-) (U16-specific dihydrouridine synthase) (U16-specific Dus) (tRNA-dihydrouridine synthase C)	dusC STM2174	reviewed	CHARACTERIZED_reviewed
STMMW_22431	conserved hypothetical protein	328	Q7CQ76	100.0	100.0	02_blast_hits	strong_ortholog	Cobalamin synthesis protein	yeiR STM2212	unreviewed	NAMED_function_unreviewed
STMMW_22511	conserved hypothetical protein	114	Q7CQ73	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yejG STM2220	unreviewed	GENERIC_localization_only
STMMW_22602	conserved hypothetical protein	42					no_ortholog				NO_ORTHOLOG
STMMW_22711	conserved hypothetical protein	76	A0A0F6B326	100.0	100.0	02_blast_hits_species	strong_ortholog	KilA-N domain-containing protein	STM14_2465	unreviewed	NAMED_function_unreviewed
STMMW_23111	conserved hypothetical protein	317	Q8ZNG2	99.7	100.0	02_blast_hits	strong_ortholog	Deubiquitinase SseL (EC 3.4.22.-) (Deubiquitinating enzyme) (DUB) (Deubiquitinating protease) (Salmonella secreted effector L)	sseL STM2287	reviewed	CHARACTERIZED_reviewed
STMMW_23121	conserved hypothetical protein	58	Q8ZNG1	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2288	unreviewed	GENERIC_localization_only
STMMW_23171	conserved hypothetical protein	398	Q8ZNF7	100.0	100.0	02_blast_hits	strong_ortholog	CinA-like protein	STM2293	unreviewed	NAMED_function_unreviewed
STMMW_23181	conserved hypothetical protein	215	Q8ZNF6	100.0	100.0	02_blast_hits	strong_ortholog	Inner membrane protein	yfaZ STM2294	unreviewed	GENERIC_localization_only
STMMW_23191	conserved hypothetical protein	141	Q8ZNF5	100.0	100.0	02_blast_hits	strong_ortholog	Nucleoside triphosphatase NudI (EC 3.6.1.9) (Nucleotide diphosphatase NudI) (Pyrimidine deoxynucleoside triphosphate diphosphatase) (dCTP diphosphatase) (EC 3.6.1.12) (dTTP diphosphatase) (EC 3.6.1.-) (dUTP diphosphatase) (EC 3.6.1.23)	nudI STM2295	reviewed	CHARACTERIZED_reviewed
STMMW_23241	conserved hypothetical protein	299	O52326	100.0	100.0	02_blast_hits	strong_ortholog	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD pbgP4 pmrJ STM2300	reviewed	CHARACTERIZED_reviewed
STMMW_23321	conserved hypothetical protein	252	Q8ZNE9	100.0	100.0	02_blast_hits	strong_ortholog	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (SHCHC synthase) (EC 4.2.99.20)	menH STM2308	reviewed	CHARACTERIZED_reviewed
STMMW_23351	conserved hypothetical protein	153	Q7CQ54	99.3	100.0	02_blast_hits	strong_ortholog	Protein ElaA	elaA STM2312	unreviewed	NAMED_function_unreviewed
STMMW_23511	hypothetical protein	50	Q7CQ48	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2329	unreviewed	GENERIC_localization_only
STMMW_23571	conserved hypothetical protein	164	P60817	100.0	100.0	02_blast_hits	strong_ortholog	UPF0304 protein YfbU	yfbU STM2335	reviewed	CHARACTERIZED_reviewed
STMMW_23681	conserved hypothetical protein	184	P65559	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized Nudix hydrolase YfcD (EC 3.6.-.-)	yfcD STM2346	reviewed	CHARACTERIZED_reviewed
STMMW_23691	conserved hypothetical protein	183	Q7CQ43	100.0	100.0	02_blast_hits	strong_ortholog	Phosphoesterase (EC 3.1.4.-)	yfcE STM2347	unreviewed	NAMED_function_unreviewed
STMMW_23721	conserved hypothetical protein	297	Q8ZNC8	100.0	100.0	02_blast_hits	strong_ortholog	Sugar nucleotide epimerase	yfcH STM2350	unreviewed	NAMED_function_unreviewed
STMMW_23801	conserved hypothetical protein	367	Q8ZNC6	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2358	unreviewed	GENERIC_localization_only
STMMW_23971	hypothetical protein	122	Q8ZNB5	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2375	unreviewed	GENERIC_localization_only
STMMW_24011	conserved hypothetical protein	686	Q8ZNB2	99.8	97.1	02_blast_hits	strong_ortholog	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (tRNA mnm(5)s(2)U biosynthesis bifunctional protein) [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61); FAD-dependent cmnm(5)s(2)U34 oxidoreductase (EC 1.5.-.-)]	mnmC STM2379	reviewed	CHARACTERIZED_reviewed
STMMW_24021	conserved hypothetical protein	91	Q7CQ35	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yfcL STM2380	unreviewed	GENERIC_localization_only
STMMW_24031	conserved hypothetical protein	182	Q8ZNB1	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yfcM STM2381	unreviewed	GENERIC_localization_only
STMMW_24071	conserved hypothetical protein	310	P0A293	100.0	100.0	02_blast_hits	strong_ortholog	Ribosomal protein uL3 glutamine methyltransferase (uL3 MTase) (EC 2.1.1.298) (N5-glutamine methyltransferase PrmB)	prmB yfcB STM2385	reviewed	CHARACTERIZED_reviewed
STMMW_24081	conserved hypothetical protein	183	P67246	100.0	100.0	02_blast_hits	strong_ortholog	Ribosome rescue factor SmrB (EC 3.1.-.-)	smrB STM2386	reviewed	CHARACTERIZED_reviewed
STMMW_24121	conserved hypothetical protein	94	Q7CQ33	100.0	100.0	02_blast_hits	strong_ortholog	UPF0381 protein YfcZ	yfcZ STM2390	unreviewed	NAMED_function_unreviewed
STMMW_24261	conserved hypothetical protein	48	A0A0F6B4F2	100.0	100.0	02_blast_hits_species	strong_ortholog	Uncharacterized protein	STM14_2955	unreviewed	TRULY_UNCHARACTERIZED
STMMW_24311	conserved hypothetical protein	108	Q7CQ29	100.0	100.0	02_blast_hits	strong_ortholog	Periplasmic protein	ypeC STM2407	unreviewed	GENERIC_localization_only
STMMW_24351	conserved hypothetical protein	120	Q7CQ28	100.0	100.0	02_blast_hits	strong_ortholog	Negative regulator	yfeC STM2413	unreviewed	NAMED_function_unreviewed
STMMW_24361	conserved hypothetical protein	130	Q8ZN98	99.2	100.0	02_blast_hits	strong_ortholog	Negative regulator	yfeD STM2414	unreviewed	NAMED_function_unreviewed
STMMW_24421	conserved hypothetical protein	253	Q8ZN93	100.0	100.0	02_blast_hits	strong_ortholog	Outer membrane protein	yfeN STM2423	unreviewed	GENERIC_localization_only
STMMW_24451	conserved hypothetical protein	75	Q8ZN90	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2426	unreviewed	GENERIC_localization_only
STMMW_24531	hypothetical protein	79	Q8ZN88	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2434	unreviewed	GENERIC_localization_only
STMMW_24581	conserved hypothetical protein	179	P40196	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein YfeL	yfeL STM2439	reviewed	TRULY_UNCHARACTERIZED
STMMW_24651	conserved hypothetical protein	299	Q7CQ27	100.0	100.0	02_blast_hits	strong_ortholog	Iron-dependent peroxidase	STM2446	unreviewed	NAMED_function_unreviewed
STMMW_24671	conserved hypothetical protein	149	Q8ZN85	100.0	100.0	02_blast_hits	strong_ortholog	Inner membrane protein	yfeZ STM2448	unreviewed	GENERIC_localization_only
STMMW_24721	conserved hypothetical protein	425	Q9ZFU6	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein YpfL (ORF79)	ypfL STM2453	reviewed	CHARACTERIZED_reviewed
STMMW_24941	hypothetical protein	76	Q7CQ26	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2475	unreviewed	GENERIC_localization_only
STMMW_24961	conserved hypothetical protein	191	Q7CQ25	100.0	100.0	02_blast_hits	strong_ortholog	GDP-mannose pyrophosphatase (EC 3.6.1.-) (GDP-mannose hydrolase) (GDPMK)	nudK STM2477	reviewed	CHARACTERIZED_reviewed
STMMW_25011	conserved hypothetical protein	118	Q8ZN76	100.0	100.0	02_blast_hits	strong_ortholog	Glutaredoxin family protein	yffB STM2482	unreviewed	NAMED_function_unreviewed
STMMW_25031	conserved hypothetical protein	672	Q8ZN74	100.0	100.0	02_blast_hits	strong_ortholog	tRNA(Met) cytidine acetyltransferase TmcA (EC 2.3.1.193)	tmcA STM2485	reviewed	CHARACTERIZED_reviewed
STMMW_25131	conserved hypothetical protein	241	Q7CQ21	100.0	100.0	02_blast_hits	strong_ortholog	DnaA regulatory inactivator Hda	hda STM2496	reviewed	CHARACTERIZED_reviewed
STMMW_25211	conserved hypothetical protein	45	Q8ZN66	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2504	unreviewed	GENERIC_localization_only
STMMW_25221	hypothetical protein	79	Q8ZN65	100.0	100.0	02_blast_hits	strong_ortholog	Inner membrane protein	STM2505	unreviewed	GENERIC_localization_only
STMMW_25241	conserved hypothetical inner membrane protein	78	Q8ZN63	100.0	100.0	02_blast_hits	strong_ortholog	Inner membrane protein	STM2507	unreviewed	GENERIC_localization_only
STMMW_25251	conserved hypothetical protein	109	Q8ZN62	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2508	unreviewed	GENERIC_localization_only
STMMW_25351	conserved hypothetical protein	73	Q8ZN54	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yfgJ STM2518	unreviewed	GENERIC_localization_only
STMMW_25421	conserved hypothetical protein	388	Q8ZN52	100.0	100.0	02_blast_hits	strong_ortholog	Dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	rlmN STM2525	reviewed	CHARACTERIZED_reviewed
STMMW_25511	hypothetical protein	222	Q8ZN44	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2534	unreviewed	GENERIC_localization_only
STMMW_25541	conserved hypothetical protein	66	Q7CQ14	100.0	100.0	02_blast_hits	strong_ortholog	Protein IscX	yfhJ STM2537	unreviewed	NAMED_function_unreviewed
STMMW_25581	conserved hypothetical protein	107	Q7CQ12	100.0	100.0	02_blast_hits	strong_ortholog	Iron-binding protein IscA (Iron-sulfur cluster assembly protein)	iscA STM2541	reviewed	CHARACTERIZED_reviewed
STMMW_25611	conserved hypothetical protein	164	Q7CQ10	100.0	100.0	02_blast_hits	strong_ortholog	HTH-type transcriptional regulator IscR	iscR STM2544	reviewed	CHARACTERIZED_reviewed
STMMW_25841	conserved hypothetical protein	183	Q7CQ08	99.4	94.0	02_blast_hits	strong_ortholog	tRNA-specific adenosine deaminase (EC 3.5.4.33)	tadA STM2568	reviewed	CHARACTERIZED_reviewed
STMMW_26621	conserved hypothetical protein	245	Q8ZMX8	100.0	100.0	02_blast_hits	strong_ortholog	tRNA1(Val) (adenine(37)-N6)-methyltransferase (EC 2.1.1.223) (tRNA m6A37 methyltransferase)	yfiC STM2642	reviewed	CHARACTERIZED_reviewed
STMMW_26661	conserved hypothetical protein	127	Q7CQ05	100.0	100.0	02_blast_hits	strong_ortholog	Autonomous glycyl radical cofactor	grcA STM2646	reviewed	CHARACTERIZED_reviewed
STMMW_26701	conserved hypothetical protein	226	Q8ZMX3	100.0	100.0	02_blast_hits	strong_ortholog	tRNA-uridine aminocarboxypropyltransferase (EC 2.5.1.25)	yfiP STM2650	unreviewed	NAMED_function_unreviewed
STMMW_26731	conserved hypothetical protein	107	Q7CQ02	100.0	100.0	02_blast_hits	strong_ortholog	Outer membrane lipoprotein	yfiM STM2653	unreviewed	GENERIC_localization_only
STMMW_26751	conserved hypothetical protein	151	Q8ZMX0	99.3	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2655	unreviewed	GENERIC_localization_only
STMMW_26771	conserved hypothetical protein	243	Q8ZMW9	100.0	100.0	02_blast_hits	strong_ortholog	Peptidoglycan editing factor PgeF (PG-editing factor)	yfiH STM2661	unreviewed	NAMED_function_unreviewed
STMMW_26821	conserved hypothetical protein	302	Q8ZMW6	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2668	unreviewed	GENERIC_localization_only
STMMW_26971	conserved hypothetical protein	292	P65774	100.0	100.0	02_blast_hits	strong_ortholog	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK STM2683	reviewed	CHARACTERIZED_reviewed
STMMW_27001	conserved hypothetical protein	96	P0A2L7	100.0	100.0	02_blast_hits	strong_ortholog	UPF0125 protein YfjF	yfjF STM2686	reviewed	CHARACTERIZED_reviewed
STMMW_27011	conserved hypothetical protein	150	Q7CPZ2	100.0	100.0	02_blast_hits	strong_ortholog	Oligoketide cyclase/lipid transport protein	yfjG STM2687	unreviewed	NAMED_function_unreviewed
STMMW_27081	conserved hypothetical protein	212	Q8ZMR3	100.0	92.9	02_blast_hits	strong_ortholog	Periplasmic protein	STM2741	unreviewed	GENERIC_localization_only
STMMW_27091	conserved hypothetical protein	397	Q8ZMR2	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM2742	unreviewed	GENERIC_localization_only
