entry	product	length	accession	identity	coverage	ortholog_source	tier	uniprot_name	uniprot_gene	uniprot_reviewed	annotation_class
A1S_1082	hypothetical protein	119	V5VEY9	100.0	100.0	02_blast_hits	strong_ortholog	Glycine zipper domain-containing protein	ABUW_2809	unreviewed	NAMED_function_unreviewed
A1S_1086	hypothetical protein	235	A0ABX6CGE0	96.2	100.0	02_blast_hits	strong_ortholog	Histidine kinase	FQU82_01222	unreviewed	NAMED_function_unreviewed
A1S_1088	hypothetical protein	256	V5VGS0	99.6	100.0	02_blast_hits	strong_ortholog	SnoaL-like domain-containing protein	ABUW_2803	unreviewed	NAMED_function_unreviewed
A1S_1089	hypothetical protein	476	A0A7U3Y503	99.6	100.0	02_blast_hits	strong_ortholog	Salicylaldehyde dehydrogenase (EC 1.2.1.65)	AB57_1171	unreviewed	NAMED_function_unreviewed
A1S_3600	hypothetical protein	31					no_ortholog				NO_ORTHOLOG
A1S_1096	hypothetical protein	356	A0A7U3Y4S5	96.1	100.0	02_blast_hits	strong_ortholog	AraC family transcriptional regulator	AB57_1179	unreviewed	NAMED_function_unreviewed
A1S_1105	hypothetical protein	129	A0A7U3Y4X3	98.5	100.0	02_blast_hits	strong_ortholog	Medium/long-chain acyl-CoA thioesterase YigI (EC 3.1.2.20)	AB57_1189	unreviewed	NAMED_function_unreviewed
A1S_1106	hypothetical protein	178	A0A7U4DFN0	97.8	100.0	02_blast_hits	strong_ortholog	UPF0311 protein AB57_1190	AB57_1190	unreviewed	NAMED_function_unreviewed
A1S_3601	hypothetical protein	36					no_ortholog				NO_ORTHOLOG
A1S_1128	hypothetical protein	319	A0ABX6CGI8	100.0	100.0	02_blast_hits	strong_ortholog	Metal-dependent hydrolase	FQU82_01267	unreviewed	NAMED_function_unreviewed
A1S_1129	hypothetical repressor protein	207	V5VFA7	100.0	100.0	02_blast_hits	strong_ortholog	Transcriptional regulator	ABUW_2761	unreviewed	NAMED_function_unreviewed
A1S_3602	hypothetical protein	30					no_ortholog				NO_ORTHOLOG
A1S_1131	hypothetical protein	320	A0A7U3Y4W4	100.0	100.0	02_blast_hits	strong_ortholog	Metal-dependent hydrolase	AB57_1214	unreviewed	NAMED_function_unreviewed
A1S_3603	hypothetical protein	135	A0ABX6CDH4	99.3	100.0	02_blast_hits	strong_ortholog	Phage protein	FQU82_01075	unreviewed	NAMED_function_unreviewed
A1S_3604	hypothetical protein	83	A0ABX6CE40	98.8	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01076	unreviewed	TRULY_UNCHARACTERIZED
A1S_3605	hypothetical protein	319	A0ABX6CDZ1	75.5	112.5	02_blast_hits	weak_ortholog	Uncharacterized protein	FQU82_01285	unreviewed	TRULY_UNCHARACTERIZED
A1S_3606	hypothetical protein	255					no_ortholog				NO_ORTHOLOG
A1S_1143	hypothetical protein	146	A0ABX6CD87	93.2	100.0	02_blast_hits	strong_ortholog	Lipoprotein	FQU82_01081	unreviewed	NAMED_function_unreviewed
A1S_3607	hypothetical protein	166	A0ABX6CE75	100.0	100.0	02_blast_hits	strong_ortholog	XRE family transcriptional regulator	FQU82_01293	unreviewed	NAMED_function_unreviewed
A1S_3608	hypothetical protein	95	A0ABX6CDW5	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01294	unreviewed	TRULY_UNCHARACTERIZED
A1S_3609	hypothetical protein	316	A0ABX6CEM5	100.0	100.0	02_blast_hits	strong_ortholog	DUF1376 domain-containing protein	FQU82_01296	unreviewed	NAMED_function_unreviewed
A1S_3610	hypothetical protein	249	A0ABX6CGL9	96.8	99.6	02_blast_hits	strong_ortholog	Replication protein P	FQU82_01297	unreviewed	NAMED_function_unreviewed
A1S_3611	hypothetical protein	135					no_ortholog				NO_ORTHOLOG
A1S_3612	hypothetical protein	133					no_ortholog				NO_ORTHOLOG
A1S_3613	hypothetical protein	71	A0ABX6CDD5	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01094	unreviewed	TRULY_UNCHARACTERIZED
A1S_1148	hypothetical protein	133	A0ABX6CDA1	95.4	97.7	02_blast_hits	strong_ortholog	DUF559 domain-containing protein	FQU82_01095	unreviewed	NAMED_function_unreviewed
A1S_3614	hypothetical protein	244					no_ortholog				NO_ORTHOLOG
A1S_1149	hypothetical protein	142	A0A7U4DHD6	64.1	102.1	02_blast_hits	weak_ortholog	DUF559 domain-containing protein	AB57_2707	unreviewed	NAMED_function_unreviewed
A1S_1150	hypothetical protein	213	A0ABX6CDV9	97.7	100.0	02_blast_hits	strong_ortholog	Putative phage metallopeptidase domain-containing protein	FQU82_01307	unreviewed	NAMED_function_unreviewed
A1S_1151	hypothetical protein	158	A0ABX6CE88	98.7	100.0	02_blast_hits	strong_ortholog	DUF2280 domain-containing protein	FQU82_01308	unreviewed	NAMED_function_unreviewed
A1S_3615	hypothetical protein	183	A0ABX6CGN4	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01312	unreviewed	TRULY_UNCHARACTERIZED
A1S_3616	hypothetical protein	99	A0ABX6CDY9	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01313	unreviewed	TRULY_UNCHARACTERIZED
A1S_1156	hypothetical protein	156	A0ABX6CE53	100.0	100.0	02_blast_hits	strong_ortholog	Bacteriophage protein	FQU82_01316	unreviewed	NAMED_function_unreviewed
A1S_1157	hypothetical protein	324	A0ABX6CFC5	100.0	100.0	02_blast_hits	strong_ortholog	DUF2184 domain-containing protein	FQU82_01317	unreviewed	NAMED_function_unreviewed
A1S_1159	hypothetical protein	127	A0ABX6CDX7	100.0	100.0	02_blast_hits	strong_ortholog	DUF4054 domain-containing protein	FQU82_01319	unreviewed	NAMED_function_unreviewed
A1S_3617	hypothetical protein	63	A0ABX6CE09	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01320	unreviewed	TRULY_UNCHARACTERIZED
A1S_1160	hypothetical protein	160	A0ABX6CDX9	100.0	100.0	02_blast_hits	strong_ortholog	HK97 gp10 family phage protein	FQU82_01321	unreviewed	NAMED_function_unreviewed
A1S_1161	hypothetical protein	147	A0ABX6CDX3	100.0	100.0	02_blast_hits	strong_ortholog	DUF3168 domain-containing protein	FQU82_01322	unreviewed	NAMED_function_unreviewed
A1S_1162	hypothetical protein	255	A0ABX6CE98	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01323	unreviewed	TRULY_UNCHARACTERIZED
A1S_3618	hypothetical protein	104	A0ABX6CDZ4	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01324	unreviewed	TRULY_UNCHARACTERIZED
A1S_1163	hypothetical protein	78	A0ABX6CE12	100.0	96.2	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01325	unreviewed	TRULY_UNCHARACTERIZED
A1S_3619	hypothetical protein	166	A0ABX6CEQ2	100.0	100.0	02_blast_hits	strong_ortholog	Zinc ribbon domain-containing protein	FQU82_01326	unreviewed	NAMED_function_unreviewed
A1S_1166	hypothetical protein	217	A0ABX6CE04	100.0	100.0	02_blast_hits	strong_ortholog	DUF2460 domain-containing protein	FQU82_01328	unreviewed	NAMED_function_unreviewed
A1S_1167	hypothetical protein	285	A0ABX6CF61	100.0	100.0	02_blast_hits	strong_ortholog	Bacteriophage phiJL001 Gp84 C-terminal domain-containing protein	FQU82_01329	unreviewed	NAMED_function_unreviewed
A1S_1168	hypothetical protein	600	A0ABX6CE36	100.0	100.0	02_blast_hits	strong_ortholog	Sialate O-acetylesterase domain-containing protein	FQU82_01330	unreviewed	NAMED_function_unreviewed
A1S_3620	hypothetical protein	256	A0ABX6CE67	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01331	unreviewed	TRULY_UNCHARACTERIZED
A1S_1169	hypothetical protein	93	A0ABX6CFV0	92.2	96.8	02_blast_hits	strong_ortholog	Fibronectin type-III domain-containing protein	FQU82_01333	unreviewed	NAMED_function_unreviewed
A1S_1170	hypothetical protein	658	A0ABX6CFV0	98.9	100.0	02_blast_hits	strong_ortholog	Fibronectin type-III domain-containing protein	FQU82_01333	unreviewed	NAMED_function_unreviewed
A1S_3621	hypothetical protein	129	R4LDF6	91.5	100.0	02_blast_hits	strong_ortholog	Putative bacteriophage protein	A7M90_14055 B9W25_19070 C5U34_17110 F2P40_20605 FPK63_10240 FPK87_19180 FQZ18_13735 IAG11_17685 IHV20_06550 MKP18_003332 MRSN3942C25_090 SAMEA104305318_00695	unreviewed	NAMED_function_unreviewed
A1S_1171	hypothetical protein	180	A0ABX6CE23	92.2	99.4	02_blast_hits	strong_ortholog	Secretion activating protein	FQU82_01335	unreviewed	NAMED_function_unreviewed
A1S_3622	hypothetical protein	327					no_ortholog				NO_ORTHOLOG
A1S_3623	hypothetical protein	31	B0VL32	92.6	87.1	02_blast_hits	strong_ortholog	ATP phosphoribosyltransferase regulatory subunit	hisZ ABSDF1436	reviewed	CHARACTERIZED_reviewed
A1S_1183	hypothetical protein	140	V5VF39	100.0	100.0	02_blast_hits	strong_ortholog	OsmC-like protein	ABUW_2740	unreviewed	NAMED_function_unreviewed
A1S_3624	hypothetical protein	138	A0A0D5YJL3	99.3	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2735	unreviewed	TRULY_UNCHARACTERIZED
A1S_3625	hypothetical protein	114	A0ABX6CES3	97.4	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01356	unreviewed	TRULY_UNCHARACTERIZED
A1S_1194	hypothetical protein	259	A0A7U3Y566	96.1	100.0	02_blast_hits	strong_ortholog	F420-dependent NADP oxidoreductase	AB57_1331	unreviewed	NAMED_function_unreviewed
A1S_3626	hypothetical protein	114	A0ABX6CED5	100.0	100.0	02_blast_hits	strong_ortholog	Protein tolA	FQU82_01368	unreviewed	NAMED_function_unreviewed
A1S_1202	hypothetical protein	72	A0ABX6CE52	100.0	100.0	02_blast_hits	strong_ortholog	DUF1653 domain-containing protein	FQU82_01370	unreviewed	NAMED_function_unreviewed
A1S_1204	hypothetical protein	71	V5VEZ8	100.0	100.0	02_blast_hits	strong_ortholog	KTSC domain-containing protein	ABUW_2720	unreviewed	NAMED_function_unreviewed
A1S_1208	hypothetical protein	368	A0ABX6CE76	100.0	100.0	02_blast_hits	strong_ortholog	Beta-ketodecanoyl-[acyl-carrier-protein] synthase (EC 2.3.1.207)	FQU82_01375	unreviewed	NAMED_function_unreviewed
A1S_3627	hypothetical protein	64	V5VEP4	100.0	100.0	02_blast_hits	strong_ortholog	Heavy metal transport/detoxification protein	ABUW_2708	unreviewed	NAMED_function_unreviewed
A1S_3628	hypothetical protein	108	A0ABX6CFC0	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01389	unreviewed	TRULY_UNCHARACTERIZED
A1S_3629	hypothetical protein	74	V5VF22	98.6	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2700	unreviewed	TRULY_UNCHARACTERIZED
A1S_1221	hypothetical protein	64	V5VEX5	98.4	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2699	unreviewed	TRULY_UNCHARACTERIZED
A1S_3630	hypothetical protein	129	A0A7U3Y544	99.2	100.0	02_blast_hits	strong_ortholog	Bacteriophage protein	AB57_1364	unreviewed	NAMED_function_unreviewed
A1S_1226	hypothetical protein	181	A0ABX6CEF9	99.4	100.0	02_blast_hits	strong_ortholog	Glycosyl hydrolase 108 family protein	FQU82_01399	unreviewed	NAMED_function_unreviewed
A1S_3631	hypothetical protein	75	A0ABX6CEX2	100.0	97.3	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01402	unreviewed	TRULY_UNCHARACTERIZED
A1S_3632	hypothetical protein	152	A0ABX6CFE1	99.3	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01405	unreviewed	TRULY_UNCHARACTERIZED
A1S_3633	hypothetical protein	37					no_ortholog				NO_ORTHOLOG
A1S_3634	hypothetical protein	109	A0A7U3Y595	100.0	100.0	02_blast_hits	strong_ortholog	Signal peptide-containing protein	AB57_1376	unreviewed	NAMED_function_unreviewed
A1S_1233	hypothetical protein	197	A0ABX6CE64	99.5	100.0	02_blast_hits	strong_ortholog	DUF4142 domain-containing protein	FQU82_01412	unreviewed	NAMED_function_unreviewed
A1S_3636	hypothetical protein	140	A0ABX6CE59	99.3	96.4	02_blast_hits	strong_ortholog	Glycine zipper family protein	FQU82_01413	unreviewed	NAMED_function_unreviewed
A1S_3635	hypothetical protein	37					no_ortholog				NO_ORTHOLOG
A1S_3637	hypothetical protein	74	A0ABX6CE59	95.9	100.0	02_blast_hits	strong_ortholog	Glycine zipper family protein	FQU82_01413	unreviewed	NAMED_function_unreviewed
A1S_3638	hypothetical protein	38					no_ortholog				NO_ORTHOLOG
A1S_1238	hypothetical protein	182	V5VGB4	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2647	unreviewed	TRULY_UNCHARACTERIZED
A1S_1244	hypothetical protein	199	V5VEZ4	99.5	100.0	02_blast_hits	strong_ortholog	Thymidylate synthase	ABUW_2641	unreviewed	NAMED_function_unreviewed
A1S_1248	hypothetical protein	223	A0A7U4DFT8	100.0	100.0	02_blast_hits	strong_ortholog	Peptidase M15	AB57_1421	unreviewed	NAMED_function_unreviewed
A1S_1254	hypothetical protein	395	A0ABX6CFP3	98.7	100.0	02_blast_hits	strong_ortholog	EAL domain-containing protein	FQU82_01496	unreviewed	NAMED_function_unreviewed
A1S_3639	hypothetical protein	229					no_ortholog				NO_ORTHOLOG
A1S_1258	hypothetical protein	145	A0A7U3Y5C4	98.6	100.0	02_blast_hits	strong_ortholog	DUF2147 domain-containing protein	AB57_1433	unreviewed	NAMED_function_unreviewed
A1S_1260	hypothetical protein	245	A0A0D5YJB8	93.5	100.0	02_blast_hits	strong_ortholog	DUF1826 domain-containing protein	ABUW_2624	unreviewed	NAMED_function_unreviewed
A1S_3640	hypothetical protein	34					no_ortholog				NO_ORTHOLOG
A1S_3641	hypothetical protein	152	V5VES2	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2621	unreviewed	TRULY_UNCHARACTERIZED
A1S_3642	hypothetical protein	105	A0A7U3Y5H1	98.1	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_1450	unreviewed	TRULY_UNCHARACTERIZED
A1S_1268	hypothetical protein	268	A3M452	100.0	100.0	02_blast_hits	strong_ortholog	Putative hydro-lyase A1S_1268 (EC 4.2.1.-)	A1S_1268	reviewed	CHARACTERIZED_reviewed
A1S_1270	hypothetical protein	572	A0A7U3Y5J1	98.1	100.0	02_blast_hits	strong_ortholog	Biotin carboxylase (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	AB57_1456	unreviewed	NAMED_function_unreviewed
A1S_3643	hypothetical protein	375					no_ortholog				NO_ORTHOLOG
A1S_1273	hypothetical protein	143	V5VER0	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2595	unreviewed	TRULY_UNCHARACTERIZED
A1S_1275	hypothetical protein	246	A0ABX6CFA6	99.2	100.0	02_blast_hits	strong_ortholog	DUF1989 domain-containing protein	FQU82_01523	unreviewed	NAMED_function_unreviewed
A1S_1276	hypothetical protein	220	V5VG69	95.8	98.2	02_blast_hits	strong_ortholog	Urea carboxylase-associated protein 1	ABUW_2592	unreviewed	NAMED_function_unreviewed
A1S_1279	hypothetical protein	178	A0A7U3Y5B4	99.4	100.0	02_blast_hits	strong_ortholog	Flavodoxin	AB57_1468	unreviewed	NAMED_function_unreviewed
A1S_3644	hypothetical protein	444					no_ortholog				NO_ORTHOLOG
A1S_3645	hypothetical protein	41	A0A0D5YJ86	92.7	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2588	unreviewed	TRULY_UNCHARACTERIZED
A1S_3646	hypothetical protein	133	A0A7U3Y5A2	95.5	100.0	02_blast_hits	strong_ortholog	DUF4440 domain-containing protein	AB57_1477	unreviewed	NAMED_function_unreviewed
A1S_1290	hypothetical protein	1001					no_ortholog				NO_ORTHOLOG
A1S_1291	hypothetical protein	292					no_ortholog				NO_ORTHOLOG
A1S_3647	hypothetical protein	38					no_ortholog				NO_ORTHOLOG
A1S_1293	hypothetical protein	49	R9RIN9	97.6	83.7	02_blast_hits	strong_ortholog	TssB (Type VI secretion protein) (Type VI secretion system contractile sheath small subunit) (Type VI secretion system-associated protein)	tssB A7M90_06270 ABR2091_1293 APD33_04070 AUO97_13965 B9W25_12495 CBE85_11310 CV954_012210 EA686_02225 EJ062_14365 F2P40_19005 FJU42_19310 FPK87_07640 FQZ18_12400 G3N53_03295 GNY86_07570 GSE42_07540 IAG11_10430 IHV20_02975 IHV20_14295 J6E47_12235 JHZ39_003203 LV35_00513 MKP18_002699 SAMEA104305318_01420	unreviewed	NAMED_function_unreviewed
A1S_1294	hypothetical protein	79	R9RIN9	98.7	100.0	02_blast_hits	strong_ortholog	TssB (Type VI secretion protein) (Type VI secretion system contractile sheath small subunit) (Type VI secretion system-associated protein)	tssB A7M90_06270 ABR2091_1293 APD33_04070 AUO97_13965 B9W25_12495 CBE85_11310 CV954_012210 EA686_02225 EJ062_14365 F2P40_19005 FJU42_19310 FPK87_07640 FQZ18_12400 G3N53_03295 GNY86_07570 GSE42_07540 IAG11_10430 IHV20_02975 IHV20_14295 J6E47_12235 JHZ39_003203 LV35_00513 MKP18_002699 SAMEA104305318_01420	unreviewed	NAMED_function_unreviewed
A1S_1295	hypothetical protein	493	V5VEF2	99.8	100.0	02_blast_hits	strong_ortholog	Type VI secretion protein, EvpB/family	ABUW_2579	unreviewed	NAMED_function_unreviewed
A1S_1296	hypothetical protein	167	A0A0M3KKY9	100.0	100.0	02_blast_hits	strong_ortholog	Type VI secretion system effector, Hcp1 family	AB57_1481	unreviewed	NAMED_function_unreviewed
A1S_1297	hypothetical protein	158	V5VES8	100.0	100.0	02_blast_hits	strong_ortholog	Type VI secretion system lysozyme-related protein	ABUW_2577	unreviewed	NAMED_function_unreviewed
A1S_1298	hypothetical protein	185	A0A0D5YIZ1	97.3	98.4	02_blast_hits	strong_ortholog	Type VI secretion system baseplate subunit TssF	ABUW_2576	unreviewed	NAMED_function_unreviewed
A1S_1299	hypothetical protein	231	A0A7U4DFX5	99.6	100.0	02_blast_hits	strong_ortholog	Type VI secretion system protein ImpG	AB57_1483	unreviewed	NAMED_function_unreviewed
A1S_1300	hypothetical protein	332	A0A0D7RSA1	99.4	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2575	unreviewed	TRULY_UNCHARACTERIZED
A1S_1304	hypothetical protein	319	A0ABX6CGH9	100.0	100.0	02_blast_hits	strong_ortholog	Type VI secretion system-associated protein TagF	FQU82_01545	unreviewed	NAMED_function_unreviewed
A1S_1306	hypothetical protein	87	A0ABX6CEL6	100.0	100.0	02_blast_hits	strong_ortholog	PAAR domain-containing protein	FQU82_01547	unreviewed	NAMED_function_unreviewed
A1S_1308	hypothetical protein	365	V5VG41	99.7	100.0	02_blast_hits	strong_ortholog	Type VI secretion-associated protein, ImpA family	ABUW_2568	unreviewed	NAMED_function_unreviewed
A1S_1309	hypothetical protein	454	A0A7U3Y5B0	99.8	100.0	02_blast_hits	strong_ortholog	Type VI secretion system-associated protein	AB57_1492	unreviewed	NAMED_function_unreviewed
A1S_1310	hypothetical protein	268	A0ABX6CEJ3	100.0	100.0	02_blast_hits	strong_ortholog	Type IV / VI secretion system DotU domain-containing protein	FQU82_01551	unreviewed	NAMED_function_unreviewed
A1S_3648	hypothetical protein	200	A0A7U3Y5J0	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_1494	unreviewed	TRULY_UNCHARACTERIZED
A1S_1317	hypothetical protein	385	A0A7U3Y5D0	98.4	100.0	02_blast_hits	strong_ortholog	Winged helix-turn-helix domain-containing protein	AB57_1500	unreviewed	NAMED_function_unreviewed
A1S_1319	hypothetical protein	189	A0A7U4DFW9	99.5	100.0	02_blast_hits	strong_ortholog	Epoxyqueuosine reductase QueH (EC 1.17.99.6) (Queuosine biosynthesis protein QueH)	queH AB57_1502	unreviewed	NAMED_function_unreviewed
A1S_3649	hypothetical protein	32	A0ABX6CEY0	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01565	unreviewed	TRULY_UNCHARACTERIZED
A1S_1323	hypothetical protein	302	A0ABX6CFF5	100.0	100.0	02_blast_hits	strong_ortholog	EamA domain-containing protein	FQU82_01568	unreviewed	NAMED_function_unreviewed
A1S_1324	hypothetical protein	227	V5VE83	99.6	100.0	02_blast_hits	strong_ortholog	HTH gntR-type domain-containing protein	ABUW_2549	unreviewed	NAMED_function_unreviewed
A1S_1325	hypothetical protein	310	A3M4A9	100.0	100.0	02_blast_hits	strong_ortholog	4-hydroxyproline 2-epimerase (4Hyp 2-epimerase) (4HypE) (EC 5.1.1.8)	A1S_1325	reviewed	CHARACTERIZED_reviewed
A1S_1326	hypothetical protein	367	A0A7U4DFW1	97.3	100.0	02_blast_hits	strong_ortholog	D-amino-acid oxidase	AB57_1510	unreviewed	NAMED_function_unreviewed
A1S_1327	hypothetical protein	76	A0ABX6CEQ0	98.7	100.0	02_blast_hits	strong_ortholog	2Fe-2S ferredoxin-type domain-containing protein	FQU82_01572	unreviewed	NAMED_function_unreviewed
A1S_1330	hypothetical protein	250	A0ABX6CG38	99.6	100.0	02_blast_hits	strong_ortholog	HTH-type transcriptional activator RhaS	rhaS_1 FQU82_01574	unreviewed	NAMED_function_unreviewed
A1S_3650	hypothetical protein	27					no_ortholog				NO_ORTHOLOG
A1S_1336	hypothetical protein	312	V5VEB3	99.7	100.0	02_blast_hits	strong_ortholog	Phenylacetate-CoA oxygenase, PaaG subunit	paaG ABUW_2535	unreviewed	NAMED_function_unreviewed
A1S_1338	hypothetical protein	251	A0ABX6CEN0	99.2	100.0	02_blast_hits	strong_ortholog	1,2-phenylacetyl-CoA epoxidase, subunit C	paaC FQU82_01582	unreviewed	NAMED_function_unreviewed
A1S_3651	hypothetical protein	63					no_ortholog				NO_ORTHOLOG
A1S_3652	hypothetical protein	119					no_ortholog				NO_ORTHOLOG
A1S_3653	hypothetical protein	398					no_ortholog				NO_ORTHOLOG
A1S_3654	hypothetical protein	208	A0A7U3Y686	97.6	100.0	02_blast_hits	strong_ortholog	Aminotransferase	AB57_1535	unreviewed	NAMED_function_unreviewed
A1S_1358	hypothetical protein	240	A0A7U4DG95	99.6	100.0	02_blast_hits	strong_ortholog	GntR family transcriptional regulator	AB57_1567	unreviewed	NAMED_function_unreviewed
A1S_3655	hypothetical protein	33					no_ortholog				NO_ORTHOLOG
A1S_1363	hypothetical protein	384	A0A7U3Y653	95.3	100.0	02_blast_hits	strong_ortholog	Monomeric sarcosine oxidase	AB57_1571	unreviewed	NAMED_function_unreviewed
A1S_1367	hypothetical protein	266	A0ABX6CEU4	98.5	100.0	02_blast_hits	strong_ortholog	Thioesterase family protein	FQU82_01651	unreviewed	NAMED_function_unreviewed
A1S_1372	hypothetical protein	300	A0ABX6CET6	99.3	100.0	02_blast_hits	strong_ortholog	hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	liuE FQU82_01654	unreviewed	NAMED_function_unreviewed
A1S_3656	hypothetical protein	60	A0ABX6CGV5	98.3	98.3	02_blast_hits	strong_ortholog	Lipoprotein	FQU82_01665	unreviewed	NAMED_function_unreviewed
A1S_3657	hypothetical protein	56					no_ortholog				NO_ORTHOLOG
A1S_3658	hypothetical protein	47	A0ABX6CEY1	100.0	100.0	02_blast_hits	strong_ortholog	Lipoprotein	FQU82_01667	unreviewed	NAMED_function_unreviewed
A1S_3659	hypothetical protein	142	A0A7U3Y6D1	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_1611	unreviewed	TRULY_UNCHARACTERIZED
A1S_3660	hypothetical protein	86	A0ABX6CEV3	100.0	84.9	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01669	unreviewed	TRULY_UNCHARACTERIZED
A1S_3661	hypothetical protein	73	V5VEB1	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2439	unreviewed	TRULY_UNCHARACTERIZED
A1S_1385	hypothetical protein	469	A0A0D5YJQ1	99.6	100.0	02_blast_hits	strong_ortholog	Heme oxygenase-like protein	ABUW_2437	unreviewed	NAMED_function_unreviewed
A1S_3662	hypothetical protein	234	A0A7U3Y6B6	98.3	51.7	02_blast_hits	strong_ortholog	Stress-induced protein	AB57_1621	unreviewed	NAMED_function_unreviewed
A1S_1388	hypothetical protein	78	V5VE35	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2432	unreviewed	TRULY_UNCHARACTERIZED
A1S_1390	hypothetical protein	203	A0A7U4DGE0	97.5	100.0	02_blast_hits	strong_ortholog	Lysine transporter LysE	AB57_1624	unreviewed	NAMED_function_unreviewed
A1S_1395	hypothetical protein	94	V5VEF1	100.0	100.0	02_blast_hits	strong_ortholog	Acetyltransferase, gnat family	ABUW_2425	unreviewed	NAMED_function_unreviewed
A1S_3663	hypothetical protein	35					no_ortholog				NO_ORTHOLOG
A1S_3664	hypothetical protein	35					no_ortholog				NO_ORTHOLOG
A1S_3665	hypothetical protein	34	A0ABX6CEY2	97.1	100.0	02_blast_hits	strong_ortholog	Disulfide-bond oxidoreductase YghU (EC 1.8.4.-)	yghU FQU82_01699	unreviewed	NAMED_function_unreviewed
A1S_3666	hypothetical protein	143	A0A7U3Y6D7	99.3	100.0	02_blast_hits	strong_ortholog	CidA/LrgA family protein	AB57_1647	unreviewed	NAMED_function_unreviewed
A1S_1432	hypothetical protein	472	A0A7U4DGC3	100.0	100.0	02_blast_hits	strong_ortholog	Transcriptional regulator	AB57_1664	unreviewed	NAMED_function_unreviewed
A1S_1435	hypothetical protein	291	A0ABX6CGJ4	95.6	93.1	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01724	unreviewed	TRULY_UNCHARACTERIZED
A1S_3667	hypothetical protein	26					no_ortholog				NO_ORTHOLOG
A1S_1450	hypothetical protein	228	A0ABX6CF67	99.6	100.0	02_blast_hits	strong_ortholog	Hydrolase YcaC (EC 4.-.-.-)	ycaC_1 FQU82_01737	unreviewed	NAMED_function_unreviewed
A1S_1451	hypothetical protein	624	A0A7U3Y680	99.4	100.0	02_blast_hits	strong_ortholog	Amidohydrolase	AB57_1683	unreviewed	NAMED_function_unreviewed
A1S_3668	hypothetical protein	40	A0A7U3Y519	89.7	72.5	02_blast_hits	weak_ortholog	Alkyl hydroperoxide reductase subunit F	AB57_1337	unreviewed	NAMED_function_unreviewed
A1S_1461	hypothetical protein	609	A0A7U4DGF8	100.0	100.0	02_blast_hits	strong_ortholog	Alpha/beta hydrolase	AB57_1692	unreviewed	NAMED_function_unreviewed
A1S_1462	hypothetical protein	313	V5VDR1	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2363	unreviewed	TRULY_UNCHARACTERIZED
A1S_3669	hypothetical protein	33					no_ortholog				NO_ORTHOLOG
A1S_1476	hypothetical protein	129	A0A7U4DGG3	99.2	100.0	02_blast_hits	strong_ortholog	Tautomerase	AB57_1707	unreviewed	NAMED_function_unreviewed
A1S_3670	hypothetical protein	113	A0ABX6CG07	100.0	100.0	02_blast_hits	strong_ortholog	L-valine transporter subunit YgaH	FQU82_01763	unreviewed	NAMED_function_unreviewed
A1S_1478	hypothetical protein	156	V5VFJ7	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2346	unreviewed	TRULY_UNCHARACTERIZED
